id,type,contentType,pagetitle,longtitle,description,alias,link_attributes,published,pub_date,unpub_date,parent,isfolder,introtext,content,richtext,template,menuindex,searchable,cacheable,createdby,createdon,editedby,editedon,deleted,deletedon,deletedby,publishedon,publishedby,menutitle,donthit,privateweb,privatemgr,content_dispo,hidemenu,class_key,context_key,content_type,uri,uri_override,hide_children_in_tree,show_in_tree,properties,alias_visible,file_uri
<p> </p>
<p> </p>
<p align=""center""><strong>Період  реалізації  Інвестиційної програми</strong></p>
<p align=""center""><strong> </strong></p>
<p align=""center""><strong> </strong></p>
<p>Періодом реалізації даної інвестиційної програми є 2015 рік  з моменту встановлення тарифів на послуги центрального теплопостачання та гарячого водопостачання .</p>
<p> </p>
<p> </p>
<p align=""center""><strong>Очікувані   результати</strong></p>
<p align=""center""><strong> </strong></p>
<p><strong> </strong></p>
<p>Інвестиційна програма спрямована на забезпечення надійного функціонування системи теплопостачання  та гарячого водопостачання м. Ковеля, зниження питомих витрат палива та витрат енергоресурсів при виробництві та транспортуванні теплової енергії, мінімізації збитковості та підвищення енергоефективності за рахунок впровадженого сучасного обладнання та технологій виробництва та транспортування теплової енергії .</p>
<table style=""width: 1594px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""49"" /> <col width=""253"" /> <col width=""50"" /> <col width=""0"" /> <col width=""99"" /> <col width=""82"" /> <col width=""0"" /> <col width=""57"" /> <col width=""60"" /> <col width=""61"" /> <col width=""66"" /> <col width=""51"" /> <col width=""53"" /> <col width=""61"" /> <col width=""51"" /> <col width=""68"" /> <col width=""63"" /> <col width=""136"" /> <col width=""134"" /> </colgroup>
<tbody>
<tr>
<td class=""xl150"" colspan=""19"" width=""977"" height=""53"">Пояснення до фінансового плану використання коштів для виконання інвестиційної програми на 2015 рік </td>
</tr>
<tr>
<td class=""xl149"" colspan=""19"" height=""22"">ПТМ ”Ковельтепло”</td>
</tr>
<tr>
<td class=""xl151"" colspan=""19"" width=""977"" height=""67"">(найменування ліцензіата) </td>
</tr>
<tr>
<td class=""xl87"" rowspan=""4"" width=""49"" height=""336"">№ з/п</td>
<td class=""xl87"" rowspan=""4"" width=""253"">Найменування заходів (пооб'єктно)</td>
<td class=""xl140"" rowspan=""4"" width=""50"">Кількісний показник (одиниця виміру)</td>
<td class=""xl87"" width=""130"">Фінансовий план використання коштів на виконання інвестиційної програми за джерелами фінансування,                         тис. грн (без ПДВ)</td>
<td class=""xl143"" rowspan=""4"" width=""99"">Кошти, що враховуються у структурі тарифів                                                                     тис. грн. (без ПДВ)</td>
<td class=""xl87"" colspan=""2"" width=""152""> За способом виконання, тис. грн (без ПДВ)</td>
<td class=""xl153"" rowspan=""4"" width=""57"">Строк окупності (місяців) <span class=""font5"">*<br /> (1+(гр4-гр16) / гр17)*12</span></td>
<td class=""xl153"" rowspan=""4"" width=""60"">№ аркуша обґрунтовуючих матеріалів</td>
<td class=""xl140"" rowspan=""4"" width=""61"">Економія паливно-енергетичних ресурсів                                       (тони умовного палива/прогнозний період)</td>
<td class=""xl140"" rowspan=""4"" width=""66"">Економія паливно-енергетичних <br /> ресурсів (тис. грн.)</td>
<td class=""xl153"" rowspan=""4"" width=""51"">Економія фонду заробітної плати,                                                                                 (тис. грн/рік)</td>
<td class=""xl140"" rowspan=""4"" width=""53"">Економічні вигоди від зростання капіталізації основних                    фондів (збільшення амортизаційних відрахувань)                                                                      (тис.грн./рік)</td>
<td class=""xl140"" rowspan=""4"" width=""61"">Планова вартість зворотних матеріалів, отриманих з демонтованого обладнання, (тис.грн.)</td>
<td class=""xl146"" rowspan=""4"">Вартість усунення аварії на ділянці, що підлягає заміні, тис.грн.</td>
<td class=""xl140"" rowspan=""4"" width=""68"">Економічний ефект  за перший рік з урахуванням  вартості зворотніх матеріалів  (тис. грн.) ** </td>
<td class=""xl153"" rowspan=""4"" width=""63"">Економічний ефект  за другий та наступні роки                               (тис. грн.) ** </td>
<td class=""xl87"" colspan=""2"" width=""270"">Стан основного обладнання</td>
</tr>
<tr>
<td class=""xl87"" rowspan=""3"" width=""130"" height=""118"">загальна сума </td>
<td class=""xl140"" rowspan=""3"" width=""82"">господарський  (вартість                                            матеріальних ресурсів)</td>
<td class=""xl140"" rowspan=""3"" width=""70"">підрядний</td>
<td class=""xl87"" rowspan=""3"" width=""136"">До впровадження заходу</td>
<td class=""xl87"" rowspan=""3"" width=""134"">Після впровадження заходу</td>
</tr>
<tr>
<td class=""xl85"" height=""17"">1</td>
<td class=""xl85"">2</td>
<td class=""xl85"">3</td>
<td class=""xl85"">4</td>
<td class=""xl85"">5</td>
<td class=""xl85"">6</td>
<td class=""xl85"">7</td>
<td class=""xl85"">8</td>
<td class=""xl85"">9</td>
<td class=""xl85"">10</td>
<td class=""xl85"">11</td>
<td class=""xl85"">12</td>
<td class=""xl85"">13</td>
<td class=""xl85"">14</td>
<td class=""xl85"">15</td>
<td class=""xl85"">16</td>
<td class=""xl85"">17</td>
<td class=""xl85"">18</td>
<td class=""xl85"">19</td>
</tr>
<tr>
<td class=""xl85"" height=""20"">І</td>
<td class=""xl78"" colspan=""18"">Виробництво теплової енергії</td>
</tr>
<tr>
<td class=""xl89"" height=""21""> 1.1</td>
<td class=""xl82"" colspan=""18"" width=""928""> Будівництво, реконструкція та модернізація об<span class=""font8"">’</span><span class=""font5"">єктів теплопостачання (звільняється від оподаткування згідно з пунктом 154.9 статті 154 Податкового кодексу України), з урахуванням:</span></td>
</tr>
<tr>
<td class=""xl90"" height=""20"">  1.1.1</td>
<td class=""xl92"" colspan=""18"">Заходи зі зниження питомих витрат, а також втрат ресурсів, з них:</td>
</tr>
<tr>
<td class=""xl122"" height=""55"">1.1.1.1</td>
<td class=""xl121"" width=""253"">Технічне переоснащення котельні по вул. Володимирська, 85 в м. Ковелі (заміна водопідігрівача)</td>
<td class=""xl105"">1 од.</td>
<td class=""xl114"">135,00</td>
<td class=""xl114"">135,00</td>
<td class=""xl114"">135,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl123"">2,20</td>
<td class=""xl91""> </td>
<td class=""xl91"">516,56</td>
<td class=""xl91"">709,14</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">5,38</td>
<td class=""xl91"">3,75</td>
<td class=""xl91"">0,00</td>
<td class=""xl115"" width=""68"">718,27</td>
<td class=""xl115"" width=""63"">714,52</td>
<td class=""xl87"" width=""136"">Пластинчастий теплообмінник</td>
<td class=""xl87"" width=""134"">Пластинчастий теплообмінник</td>
</tr>
<tr>
<td class=""xl122"" height=""67""> </td>
<td class=""xl121"" width=""253"">Технічне переоснащення котельні по вул. Володимирська, 85 в м. Ковелі (встановлення частотного регулятора на димосос)</td>
<td class=""xl117"">2 од.</td>
<td class=""xl114"">13,51</td>
<td class=""xl114"">13,51</td>
<td class=""xl114"">13,51</td>
<td class=""xl91"">0,00</td>
<td class=""xl123"">11,82</td>
<td class=""xl108""> </td>
<td class=""xl91"">1,10</td>
<td class=""xl91"">11,08</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">2,63</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl115"" width=""68"">13,71</td>
<td class=""xl115"" width=""63"">13,71</td>
<td class=""xl87"" width=""136"">Відсутній</td>
<td class=""xl87"" width=""134"">Частотний перетворювач</td>
</tr>
<tr>
<td class=""xl85"" colspan=""3"" height=""22"">Усього за підпунктом 1.1.1</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">0,00</td>
<td class=""xl120"">2,39</td>
<td class=""xl110""> </td>
<td class=""xl79"">517,66</td>
<td class=""xl79"">720,22</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">8,01</td>
<td class=""xl79"">3,75</td>
<td class=""xl79"">0,00</td>
<td class=""xl125"" width=""68"">731,98</td>
<td class=""xl125"" width=""63"">728,23</td>
<td class=""xl109"" width=""136""> </td>
<td class=""xl109"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" height=""17"">  1.1.2</td>
<td class=""xl96"" colspan=""16"" width=""801"">Заходи щодо забезпечення технологічного та/або комерційного обліку ресурсів, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl85"" colspan=""3"" height=""21"">Усього за підпунктом 1.1.2</td>
<td class=""xl79"">0,00</td>
<td class=""xl101"" width=""99"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl78""> </td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl89"" height=""23"">  1.1.3</td>
<td class=""xl83"" colspan=""16"">Інші заходи, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" colspan=""3"" height=""18"">Усього за підпунктом 1.1.3</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102""> </td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl102"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl85"" colspan=""3"" height=""35"">Усього за пунктом 1.1</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">148,51</td>
<td class=""xl79"">0,00</td>
<td class=""xl120"">2,39</td>
<td class=""xl78""> </td>
<td class=""xl79"">517,66</td>
<td class=""xl79"">720,22</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">8,01</td>
<td class=""xl79"">3,75</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">731,98</td>
<td class=""xl79"">728,23</td>
<td class=""xl109"" width=""136""> </td>
<td class=""xl109"" width=""134""> </td>
</tr>
<tr>
<td class=""xl133"" colspan=""17"" height=""20""> </td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl89"" height=""23"">  1.2</td>
<td class=""xl97"" colspan=""16"" width=""801"">Інші заходи (не звільняється від оподаткування згідно з пунктом 154.9 статті 154 Податкового кодексу України), з урахуванням:  </td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl88"" width=""49"" height=""19""> 1.2.1</td>
<td class=""xl96"" colspan=""16"" width=""801"">Заходи зі зниження питомих витрат, а також втрат ресурсів, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" height=""19""> </td>
<td class=""xl83""> </td>
<td class=""xl83""> </td>
<td class=""xl83"">х</td>
<td class=""xl86"" width=""99"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83""> </td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl83"">х</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl83"" colspan=""3"" height=""23"">Усього за підпунктом 1.2.1</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl92""> </td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl87"" width=""49"" height=""18""> 1.2.2</td>
<td class=""xl96"" colspan=""16"" width=""801"">Заходи щодо забезпечення технологічного та/або комерційного обліку ресурсів, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" colspan=""3"" height=""18"">Усього за підпунктом 1.2.2</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl92""> </td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl83"" height=""21""> 1.2.3</td>
<td class=""xl96"" colspan=""16"" width=""801"">Заходи щодо впровадження та розвитку інформаційних технологій, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl92"" colspan=""3"" height=""20"">Усього за підпунктом 1.2.3</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl92""> </td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl83"" height=""25""> 1.2.4</td>
<td class=""xl96"" colspan=""16"" width=""801"">Заходи щодо модернізації та закупівлі транспортних засобів спеціального та спеціалізованого призначення, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" colspan=""3"" height=""20"">Усього за підпунктом 1.2.4</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl92""> </td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl83"" height=""21""> 1.2.5</td>
<td class=""xl83"" colspan=""16"">Інші заходи, з них:</td>
<td class=""xl93"" width=""136""> </td>
<td class=""xl93"" width=""134""> </td>
</tr>
<tr>
<td class=""xl83"" colspan=""3"" height=""21"">Усього за підпунктом 1.2.5</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl92""> </td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl91"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl85"" colspan=""3"" height=""21"">Усього за пунктом 1.2</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl78""> </td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl79"">0,00</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl85"" colspan=""3"" height=""21"">Усього за розділом І</td>
<td class=""xl77"">148,51</td>
<td class=""xl77"">148,51</td>
<td class=""xl77"">148,51</td>
<td class=""xl77"">0,00</td>
<td class=""xl77"">2,39</td>
<td class=""xl85""> </td>
<td class=""xl77"">517,66</td>
<td class=""xl77"">720,22</td>
<td class=""xl77"">0,00</td>
<td class=""xl77"">8,01</td>
<td class=""xl77"">3,75</td>
<td class=""xl77"">0,00</td>
<td class=""xl77"">731,98</td>
<td class=""xl77"">728,23</td>
<td class=""xl93"" width=""136"">х </td>
<td class=""xl93"" width=""134"">х </td>
</tr>
<tr>
<td class=""xl130"" colspan=""19"" height=""21"">2                                                                     Продовження</td>
</tr>
<tr>
<td class=""xl85"" height=""16"">1</td>
<td class=""xl85"">2</td>
<td class=""xl85"">3</td>
<td class=""xl85"">4</td>
<td class=""xl85"">5</td>
<td class=""xl85"">6</td>
<td class=""xl85"">7</td>
<td class=""xl85"">8</td>
<td class=""xl85"">9</td>
<td class=""xl85"">10</td>
<td class=""xl85"">11</td>
<td class=""xl85"">12</td>
<td class=""xl85"">13</td>
<td class=""xl85"">14</td>
<td class=""xl85"">15</td>
<td class=""xl85"">16</td>
<td class=""xl85"">17</td>
<td class=""xl85"">18</td>
<td class=""xl85"">19</td>
</tr>
<tr>
<td class=""xl85"" height=""24"">ІІ</td>
<td class=""xl78"" colspan=""18"">Транспортування теплової енергії</td>
</tr>
<tr>
<td class=""xl89"" height=""29""> 2.1</td>
<td class=""xl82"" colspan=""18"" width=""928""> Будівництво, реконструкція та модернізація об<span class=""font8"">’</span><span class=""font5"">єктів теплопостачання (звільняється від оподаткування згідно з пунктом 154.9 статті 154 Податкового кодексу України), з урахуванням:</span></td>
</tr>
<tr>
<td class=""xl90"" height=""29"">  2.1.1</td>
<td class=""xl96"" colspan=""18"" width=""928"">Заходи зі зниження питомих витрат, а також втрат ресурсів, з них:</td>
</tr>
<tr>
<td class=""xl105"" height=""64""> </td>
<td class=""xl100"" width=""253"">Рекострукція мереж по вул.Вітовського, 22 м. Ковелі</td>
<td class=""xl100"" width=""50"">0,336 км (1L)</td>
<td class=""xl114"">179,12</td>
<td class=""xl104"" width=""99"">179,12</td>
<td class=""xl115"" width=""82"">179,12</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">97,83</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">2,80</td>
<td class=""xl115"" width=""66"">3,84</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">17,10</td>
<td class=""xl115"" width=""61"">8,16</td>
<td class=""xl115"" width=""51"">0,03</td>
<td class=""xl115"" width=""68"">29,13</td>
<td class=""xl115"" width=""63"">20,97</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""66""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Левицького, 1 в м. Ковелі</td>
<td class=""xl100"" width=""50"">0,154 км (1L)</td>
<td class=""xl114"">120,97</td>
<td class=""xl104"" width=""99"">120,97</td>
<td class=""xl115"" width=""82"">120,97</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">104,64</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">1,21</td>
<td class=""xl115"" width=""66"">1,67</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">11,44</td>
<td class=""xl115"" width=""61"">6,56</td>
<td class=""xl115"" width=""51"">0,01</td>
<td class=""xl115"" width=""68"">19,68</td>
<td class=""xl115"" width=""63"">13,12</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""62""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Олеся, 9 в м. Ковелі</td>
<td class=""xl100"" width=""50"">0,050 км (1L)</td>
<td class=""xl114"">15,41</td>
<td class=""xl104"" width=""99"">15,41</td>
<td class=""xl115"" width=""82"">15,41</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">105,32</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">0,15</td>
<td class=""xl115"" width=""66"">0,20</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">1,49</td>
<td class=""xl115"" width=""61"">0,49</td>
<td class=""xl115"" width=""51"">0,01</td>
<td class=""xl115"" width=""68"">2,19</td>
<td class=""xl115"" width=""63"">1,70</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""65""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Заводська, 27а в м. Ковелі</td>
<td class=""xl100"" width=""50"">2,102 км (1L)</td>
<td class=""xl114"">1046,80</td>
<td class=""xl104"" width=""99"">1046,80</td>
<td class=""xl115"" width=""82"">1 046,80</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">99,27</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">15,27</td>
<td class=""xl115"" width=""66"">20,96</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">101,22</td>
<td class=""xl115"" width=""61"">34,57</td>
<td class=""xl115"" width=""51"">0,18</td>
<td class=""xl115"" width=""68"">156,93</td>
<td class=""xl115"" width=""63"">122,36</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""67""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Незалежності, 50 в м. Ковелі</td>
<td class=""xl100"" width=""50"">0,456 км (1L)</td>
<td class=""xl114"">241,27</td>
<td class=""xl104"" width=""99"">241,27</td>
<td class=""xl115"" width=""82"">241,27</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">102,48</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">2,87</td>
<td class=""xl115"" width=""66"">3,94</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">23,28</td>
<td class=""xl115"" width=""61"">8,46</td>
<td class=""xl115"" width=""51"">0,04</td>
<td class=""xl115"" width=""68"">35,72</td>
<td class=""xl115"" width=""63"">27,26</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""65""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Шевченка, 115 в м. Ковелі</td>
<td class=""xl100"" width=""50"">0,750 км (1L)</td>
<td class=""xl114"">333,98</td>
<td class=""xl104"" width=""99"">333,98</td>
<td class=""xl115"" width=""82"">333,98</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">98,38</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">5,08</td>
<td class=""xl115"" width=""66"">6,97</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">32,00</td>
<td class=""xl115"" width=""61"">14,00</td>
<td class=""xl115"" width=""51"">0,06</td>
<td class=""xl115"" width=""68"">53,03</td>
<td class=""xl115"" width=""63"">39,03</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl105"" height=""65""> </td>
<td class=""xl100"" width=""253"">Реконструкція теплових мереж по вул.Котляревського, 4 в м. Ковелі</td>
<td class=""xl100"" width=""50"">0,395 км (1L)</td>
<td class=""xl114"">364,81</td>
<td class=""xl104"" width=""99"">364,81</td>
<td class=""xl115"" width=""82"">364,81</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">104,27</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">3,86</td>
<td class=""xl115"" width=""66"">5,30</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">35,35</td>
<td class=""xl115"" width=""61"">11,33</td>
<td class=""xl115"" width=""51"">0,03</td>
<td class=""xl115"" width=""68"">52,01</td>
<td class=""xl115"" width=""63"">40,68</td>
<td class=""xl119"" width=""136"">Сталеві труби в ізоляції з мінеральної вати. Знос 70%, ізоляція пошкоджена</td>
<td class=""xl119"" width=""134"">Попередньоізольовані труби без зміни диаметрів тепломереж</td>
</tr>
<tr>
<td class=""xl116"" height=""65""> </td>
<td class=""xl121"" width=""253"">Технічне переоснащення котельні по вул. Володимирська, 85 в м. Ковелі (заміна мережевого насоса із встановленням частотного регулятора)</td>
<td class=""xl124"" width=""50"">1 од.</td>
<td class=""xl114"">136,19</td>
<td class=""xl104"" width=""99"">136,19</td>
<td class=""xl115"" width=""82"">136,19</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">5,14</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">28,49</td>
<td class=""xl115"" width=""66"">286,36</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""53"">27,22</td>
<td class=""xl115"" width=""61"">2,00</td>
<td class=""xl115"" width=""51"">0,00</td>
<td class=""xl115"" width=""68"">315,58</td>
<td class=""xl115"" width=""63"">313,58</td>
<td class=""xl119"" width=""136"">Мережевий насос Д320/50</td>
<td class=""xl119"" width=""134"">Мережевий насос NB100-200/203 із частотним регулятором</td>
</tr>
<tr>
<td class=""xl116"" height=""77""> </td>
<td class=""xl121"" width=""253"">Технічне переоснащення котельні по вул. Володимирська, 85 в м. Ковелі (заміна насоса ГВП із встановленням частотного регулятора)</td>
<td class=""xl124"" width=""50"">2 од.</td>
<td class=""xl114"">105,90</td>
<td class=""xl104"" width=""99"">105,90</td>
<td class=""xl115"" width=""82"">105,90</td>
<td class=""xl115"" width=""70"">0,00</td>
<td class=""xl115"" width=""57"">14,17</td>
<td class=""xl112"" width=""60""> </td>
<td class=""xl115"" width=""61"">6,65</td>
<td class=""xl115"" width=""66"">66,83</td>
